# AM 1.5 direct solar spectrum according ASTM 891/87
# intensity = 1000 W/m2
# integration has to be performed according to Sum(y_i)
# 1. column x_i: wavelength in um
# 2. column y_i: intensity in W/m2

+0.868	+9.5920E-01
+0.869	+9.4956E-01
+0.87	+9.6755E-01
+0.871	+9.5387E-01
+0.872	+9.6686E-01
+0.873	+9.5721E-01
+0.874	+9.4042E-01
+0.875	+9.2687E-01
+0.876	+9.5277E-01
+0.877	+9.5615E-01
+0.878	+9.5237E-01
+0.879	+9.3656E-01
+0.88	+9.3957E-01
+0.881	+9.0861E-01
+0.882	+9.3245E-01
+0.883	+9.2927E-01
+0.884	+9.3305E-01
+0.885	+9.4423E-01
+0.886	+9.0752E-01
+0.887	+9.1062E-01
+0.888	+9.2228E-01
+0.889	+9.3455E-01
+0.89	+9.2393E-01
+0.891	+9.2584E-01
+0.892	+9.0881E-01
+0.893	+8.7327E-01
+0.894	+8.5130E-01
+0.895	+8.1357E-01
+0.896	+7.6253E-01
+0.897	+6.6566E-01
+0.898	+7.1780E-01
+0.899	+5.4871E-01
+0.9	+7.4260E-01
+0.901	+5.9933E-01
+0.902	+6.6791E-01
+0.903	+6.8889E-01
+0.904	+8.4457E-01
+0.905	+8.1709E-01
+0.906	+7.7558E-01
+0.907	+6.3854E-01
+0.908	+6.5217E-01
+0.909	+7.0431E-01
+0.91	+6.2467E-01
+0.911	+6.6808E-01
+0.912	+6.8893E-01
+0.913	+6.2834E-01
+0.914	+6.2649E-01
+0.915	+6.7836E-01
+0.916	+5.7646E-01
+0.917	+7.3017E-01
+0.918	+5.9271E-01
+0.919	+7.3877E-01
+0.92	+7.4414E-01
+0.921	+7.8049E-01
+0.922	+7.0026E-01
+0.923	+7.4504E-01
+0.924	+7.2150E-01
+0.925	+7.1110E-01
+0.926	+7.0331E-01
+0.927	+7.8742E-01
+0.928	+5.8968E-01
+0.929	+5.5127E-01
+0.93	+4.3210E-01
+0.931	+4.0921E-01
+0.932	+3.0086E-01
+0.933	+2.4841E-01
+0.934	+1.4380E-01
+0.935	+2.5084E-01
+0.936	+1.6142E-01
+0.937	+1.6338E-01
+0.938	+2.0058E-01
+0.939	+3.9887E-01
+0.94	+4.7181E-01
+0.941	+3.7195E-01
+0.942	+4.0532E-01
+0.943	+2.7834E-01
+0.944	+2.8579E-01
+0.945	+3.6821E-01
+0.946	+1.9461E-01
+0.947	+3.7112E-01
+0.948	+2.7423E-01
+0.949	+4.9396E-01
+0.95	+1.4726E-01
+0.951	+4.8378E-01
+0.952	+2.6891E-01
+0.953	+3.4362E-01
+0.954	+4.2411E-01
+0.955	+3.4117E-01
+0.956	+3.2821E-01
+0.957	+2.7067E-01
+0.958	+4.6101E-01
+0.959	+3.7385E-01
+0.96	+4.2066E-01
+0.961	+4.6120E-01
+0.962	+4.4174E-01
+0.963	+5.0503E-01
+0.964	+4.5860E-01
+0.965	+5.0374E-01
+0.966	+5.0275E-01
+0.967	+5.0240E-01
+0.968	+6.5210E-01
+0.969	+6.8622E-01
+0.97	6.3461E-01
+0.971	+7.1397E-01
+0.972	+6.8765E-01
+0.973	+6.0648E-01
+0.974	+5.7529E-01
+0.975	+5.8987E-01
+0.976	+5.7191E-01
+0.977	+6.3864E-01
+0.978	+6.1509E-01
+0.979	+6.3815E-01
+0.98	+6.0468E-01
+0.981	+7.1338E-01
+0.982	+6.9218E-01
+0.983	+6.6865E-01
+0.984	+7.3732E-01
+0.985	+6.8817E-01
+0.986	+7.5083E-01
+0.987	+7.3928E-01
+0.988	+7.3462E-01
+0.989	+7.4906E-01
+0.99	+7.3227E-01
+0.991	+7.5358E-01
+0.992	+7.5102E-01
+0.993	+7.3728E-01
+0.994	+7.5410E-01
+0.995	+7.5176E-01
+0.996	+7.4884E-01
+0.997	+7.3971E-01
+0.998	+7.3887E-01
+0.999	+7.3857E-01
+1	+7.3532E-01
+1.001	+7.4442E-01
+1.002	+7.2805E-01
+1.003	+7.3442E-01
+1.004	+7.2336E-01
+1.005	+6.8174E-01
+1.006	+7.1252E-01
+1.007	+7.2753E-01
+1.008	+7.2685E-01
+1.009	+7.1972E-01
+1.01	+7.1914E-01
+1.011	+7.2278E-01
+1.012	+7.1877E-01
+1.013	+7.1761E-01
+1.014	+7.2068E-01
+1.015	+7.0817E-01
+1.016	+7.1129E-01
+1.017	+7.0337E-01
+1.018	+7.1422E-01
+1.019	+6.8878E-01
+1.02	+6.9896E-01
+1.021	+7.0175E-01
+1.022	+6.8970E-01
+1.023	+6.9508E-01
+1.024	+6.9058E-01
+1.025	+6.9753E-01
+1.026	+6.9636E-01
+1.027	+6.9305E-01
+1.028	+6.9385E-01
+1.029	+6.8628E-01
+1.03	+6.9055E-01
+1.031	+6.8736E-01
+1.032	+6.8787E-01
+1.033	+6.7613E-01
+1.034	+6.8015E-01
+1.035	+6.8234E-01
+1.036	+6.8202E-01
+1.037	+6.7497E-01
+1.038	+6.7172E-01
+1.039	+6.7636E-01
+1.04	+6.7170E-01
+1.041	+6.7176E-01
+1.042	+6.7200E-01
+1.043	+6.6525E-01
